job_id	job_role	company	title	experience	education	employment_type	skills	embedding_text
54351395	데이터분석가/AI엔지니어	(주)디비아이엔씨	2026년 채용연계형 인턴사원 모집	인턴/교육생	대졸	기타/미상	데이터, SQL, 기획, 전략, ERP, 영업/세일즈, 인사(HR), 노무, 채용	제목: 2026년 채용연계형 인턴사원 모집. 직무: IT개발·데이터. 요구역량: 데이터, sql, JAVA, 백엔드, 개발, 엔지니어, 영업, 전략, 판매, ERP, 노무, HRD, 인사. 경력: 인턴/교육생. 학력: 대졸. 고용형태: 기타/미상.
54365174	인사/노무	(주)지엔에이	[기본급 260만원+@] HR/채용 TM 신입 및 경력 모집 (부평/마곡)	신입·경력	학력무관	계약직	고객관리, 영업/세일즈, 인사(HR), 노무, 채용	제목: [기본급 260만원+@] HR/채용 TM 신입 및 경력 모집 (부평/마곡). 직무: 인사·HR·총무. 우대역량: 영업, 급여. 경력: 신입·경력. 학력: 학력무관. 고용형태: 계약직.
54364237	인사/노무	아이헤이트플라잉버그스(주)	[전환 축하금 100만원] 수학/영어 교육 분야 채용	경력무관	학력무관	정규직·계약직	데이터, AI, Excel, 문서화, 기획, 전략, 고객관리, 영어, 일본어, 중국어, 회계, 재무, 세무/결산, FP&A, ERP, 영업/세일즈, 마케팅, 인사(HR), 노무, 채용, 법률/법무	제목: [전환 축하금 100만원] 수학/영어 교육 분야 채용. 직무: 인사·HR·총무. 요구역량: 데이터, AI, excel, 개발, 설계, 엔지니어, 영업, 전략, 판매, 상품기획, md, 홍보, 콘텐츠, 브랜드, 광고, SNS, 디자인, 세무, 회계, 재무, 더존, 노무, HRD, HR, 인사, 사무, 총무, 법무. 경력: 경력무관. 학력: 학력무관. 고용형태: 정규직·계약직.
54407648	인사/노무	(주)듀이트리	경영지원본부 인사·총무 채용(대리/과장급)	경력	대졸	정규직	Office, 커뮤니케이션, 협업, 기획, ERP, 인사(HR), 노무, 채용, 계약	제목: 경영지원본부 인사·총무 채용(대리/과장급). 직무: 인사·HR·총무. 요구역량: 노무, 인사, 총무. 우대역량: 커뮤니케이션, 더존, 인사, 총무. 경력: 경력. 학력: 대졸. 고용형태: 정규직.
53958995	인사/노무	(재)서울현대교육재단	[해외취업] 글로벌 기업 취업 연수(국비전액지원)	인턴/교육생	대졸	기타/미상	보고서작성, 기획, 인사(HR), 노무	제목: [해외취업] 글로벌 기업 취업 연수(국비전액지원). 직무: 인사·HR·총무. 우대역량: 노무, 인사, 급여. 경력: 인턴/교육생. 학력: 대졸. 고용형태: 기타/미상.
54416974	데이터분석가/AI엔지니어	(주)광주은행	광주은행 단기[전문/일반] 계약직 모집	신입·경력	대졸	계약직	데이터, SQL, Python, 보고서작성, 문서화, 커뮤니케이션, 기획, 프로젝트관리(PM), 회계, 재무, ERP, 영업/세일즈, 마케팅, 인사(HR), 채용, 계약, 법률/법무	제목: 광주은행 단기[전문/일반] 계약직 모집. 직무: IT개발·데이터. 요구역량: 계약. 우대역량: 데이터, sql, python, JAVA, 개발, 설계, 커뮤니케이션, 회계, 자금, 인사, 정보처리기사, SQLD, ADsP, ADP, CPA, CFA. 경력: 신입·경력. 학력: 대졸. 고용형태: 계약직.
54278146	인사/노무	갤럭스(주)	[갤럭스/경영관리본부] 인사 담당자 모집	경력	대졸	정규직	데이터, AI, 커뮤니케이션, 협업, 기획, 전략, 프로젝트관리(PM), 영어, 마케팅, 인사(HR), 노무, 채용, 컴플라이언스	제목: [갤럭스/경영관리본부] 인사 담당자 모집. 직무: 인사·HR·총무. 우대역량: AI, 개발, 커뮤니케이션, HR, 인사. 경력: 경력. 학력: 대졸. 고용형태: 정규직.
54278846	인사/노무	써브라임(주)	인사총무팀 총무담당자(최소 2~3년 이하)	경력	초대졸	정규직	Excel, Office, 기획, 전략, 재무, ERP, 마케팅, 인사(HR), 채용, 계약, 법률/법무	제목: 인사총무팀 총무담당자(최소 2~3년 이하). 직무: 인사·HR·총무. 우대역량: 엑셀, 더존. 경력: 경력. 학력: 초대졸. 고용형태: 정규직.
54441283	인사/노무	굿커리어	제조중견기업 인사기획,TM(영어) 과장급 구함(굿커리어)	경력	대졸	정규직	커뮤니케이션, 기획, 영어, 인사(HR), 채용	제목: 제조중견기업 인사기획,TM(영어) 과장급 구함(굿커리어). 직무: 인사·HR·총무. 경력: 경력. 학력: 대졸. 고용형태: 정규직.
54409699	인사/노무	(주)티앤에스자산관리	[마인드웨어웍스/마포구] HR 인사총무 경력직(4년 이상) 채용	경력	초대졸	정규직	커뮤니케이션, 기획, 영어, 인사(HR), 채용	제목: [마인드웨어웍스/마포구] HR 인사총무 경력직(4년 이상) 채용. 직무: 인사·HR·총무. 경력: 경력. 학력: 초대졸. 고용형태: 정규직.
54453031	인사/노무	(주)제이숲	[제이숲] 인사총무(경력)	경력무관	초대졸	정규직	데이터, Excel, 문서화, 커뮤니케이션, 인사(HR), 채용	제목: [제이숲] 인사총무(경력). 직무: 인사·HR·총무. 요구역량: 데이터, excel, 인사. 우대역량: 커뮤니케이션. 경력: 경력무관. 학력: 초대졸. 고용형태: 정규직.
54452978	인사/노무	베스트네트워크㈜	43. HR&GA Manager(과장급)[명품 크리스털 메종]	경력	대졸	정규직	기획, 인사(HR), 채용, 계약	제목: 43. HR&GA Manager(과장급)[명품 크리스털 메종]. 직무: 인사·HR·총무. 경력: 경력. 학력: 대졸. 고용형태: 정규직.
54421473	인사/노무	유한회사 쇼피코리아컴퍼니	Shopee Korea - People Team, Senior Associate (TA, L&D)	경력	대졸	정규직	데이터, 보고서작성, 전략, 프로젝트관리(PM), 영어, 일본어, 예산, 인사(HR), 채용	제목: Shopee Korea - People Team, Senior Associate (TA, L&D). 직무: 인사·HR·총무. 경력: 경력. 학력: 대졸. 고용형태: 정규직.
54416519	인사/노무	디케이파트너스	임원비서 및 인사총무 담당 (대리 - 과장)	경력	초대졸	정규직	인사(HR), 채용	제목: 임원비서 및 인사총무 담당 (대리 - 과장). 직무: 인사·HR·총무. 요구역량: 인사, 총무. 경력: 경력. 학력: 초대졸. 고용형태: 정규직.
54431809	인사/노무	하모니오토모빌(유)	BYD 공식딜러사 하모니오토모빌 인사팀 신입/경력 채용	신입·경력	학력무관	계약직	데이터, Excel, 문서화, 커뮤니케이션, 기획, 영어, 중국어, 인사(HR), 노무, 채용, 계약, 컴플라이언스	제목: BYD 공식딜러사 하모니오토모빌 인사팀 신입/경력 채용. 직무: 인사·HR·총무. 요구역량: 커뮤니케이션, 인사. 우대역량: 엑셀, 급여, 준법, 컴퓨터활용능력. 경력: 신입·경력. 학력: 학력무관. 고용형태: 계약직.
54452784	인사/노무	(주)바인컨설팅	외국계기업 한국지사 사무직 매니저 경력직 채용	경력	대졸	정규직	기획, 영어, 세무/결산, 영업/세일즈, 인사(HR), 채용	제목: 외국계기업 한국지사 사무직 매니저 경력직 채용. 직무: 인사·HR·총무. 경력: 경력. 학력: 대졸. 고용형태: 정규직.
54430833	인사/노무	(주)에런비	[에런비] 인사총무 담당자  (경력) 채용	경력	초대졸	정규직	인사(HR), 채용	제목: [에런비] 인사총무 담당자  (경력) 채용. 직무: 인사·HR·총무. 경력: 경력. 학력: 초대졸. 고용형태: 정규직.
54452520	인사/노무	(주)키친인더랩	[주식회사 키친인더랩] 인사총무 담당자 경력직 채용	경력	학력무관	정규직	Excel, PPT, Office, 커뮤니케이션, 프로젝트관리(PM), ERP, 인사(HR), 채용	제목: [주식회사 키친인더랩] 인사총무 담당자 경력직 채용. 직무: 인사·HR·총무. 요구역량: excel, 커뮤니케이션, 인사, 사무, 총무. 우대역량: ERP, 총무. 경력: 경력. 학력: 학력무관. 고용형태: 정규직.
54452240	인사/노무	(주)끌리메	[강남구] 피플팀 인사담당자 모집 (채용,인사관리,총무)	경력	학력무관	정규직	데이터, Excel, PPT, Office, 커뮤니케이션, 기획, 전략, 마케팅, 인사(HR), 채용	제목: [강남구] 피플팀 인사담당자 모집 (채용,인사관리,총무). 직무: 인사·HR·총무. 요구역량: SNS, HR. 우대역량: 데이터, excel, ppt, 커뮤니케이션. 경력: 경력. 학력: 학력무관. 고용형태: 정규직.
54452037	인사/노무	(주)상상바이오	(주)상상바이오 회계·세무·인사·총무 채용	경력	학력무관	정규직	데이터, 커뮤니케이션, 협업, 회계, 재무, 세무/결산, ERP, 인사(HR), 채용, 계약	제목: (주)상상바이오 회계·세무·인사·총무 채용. 직무: 인사·HR·총무. 요구역량: 데이터, 커뮤니케이션, 협업, 세무, 회계, ERP. 우대역량: 자금. 경력: 경력. 학력: 학력무관. 고용형태: 정규직.
54451779	인사/노무	베스트네트워크㈜	46. HR & GA [글로벌 브랜드 유통]	경력	대졸	정규직	기획, 인사(HR), 채용	제목: 46. HR & GA [글로벌 브랜드 유통]. 직무: 인사·HR·총무. 요구역량: HR, 인사. 경력: 경력. 학력: 대졸. 고용형태: 정규직.
54451540	인사/노무	베스트네트워크㈜	46. HR & General Affairs Manager [글로벌 리테일·F&B 기업]	경력	대졸	정규직	커뮤니케이션, 협업, 기획, 인사(HR), 채용	제목: 46. HR & General Affairs Manager [글로벌 리테일·F&B 기업]. 직무: 인사·HR·총무. 요구역량: 커뮤니케이션, 협업, HR, 인사. 경력: 경력. 학력: 대졸. 고용형태: 정규직.
54451253	인사/노무	베스트네트워크㈜	05. HR & General Affairs Manager [luxury 브랜드]	경력	학력무관	정규직	Office, 기획, 인사(HR), 채용, 계약	제목: 05. HR & General Affairs Manager [luxury 브랜드]. 직무: 인사·HR·총무. 요구역량: HR, 인사. 경력: 경력. 학력: 학력무관. 고용형태: 정규직.
54358044	인사/노무	(주)백그라운드	커머스 기반 마케팅 플랫폼 스타트업: 인사전문가(HRBP)	경력	대졸	정규직	데이터, 커뮤니케이션, 기획, 마케팅, 인사(HR), 노무, 채용	제목: 커머스 기반 마케팅 플랫폼 스타트업: 인사전문가(HRBP). 직무: 인사·HR·총무. 요구역량: 데이터, 설계, HR. 우대역량: 노무사. 경력: 경력. 학력: 대졸. 고용형태: 정규직.
54451130	인사/노무	(주)타이브	(주)타이브에서 인사·총무 담당자를 찾고 있어요	경력	학력무관	정규직·계약직	데이터, 문서화, 중국어, ERP, 인사(HR), 노무, 채용, 계약, 컴플라이언스, 리스크관리	제목: (주)타이브에서 인사·총무 담당자를 찾고 있어요. 직무: 인사·HR·총무. 요구역량: 인사, 총무. 우대역량: 급여, 계약, 준법, 노무사. 경력: 경력. 학력: 학력무관. 고용형태: 정규직·계약직.
54450994	회계/재무	㈜넷코아테크	[신입/경력] 경영지원 모집	경력무관	학력무관	정규직	회계, 인사(HR), 채용	제목: [신입/경력] 경영지원 모집. 직무: 회계·재무·경영관리. 경력: 경력무관. 학력: 학력무관. 고용형태: 정규직.
54312158	인사/노무	(주)대현프리몰	(주)대현프리몰 총무업무 담당자 경력 채용 공고	경력	학력무관	계약직	커뮤니케이션, 재무, ERP, 인사(HR), 채용, 계약, 법률/법무	제목: (주)대현프리몰 총무업무 담당자 경력 채용 공고. 직무: 인사·HR·총무. 요구역량: 커뮤니케이션, 인사, 사무, 총무. 우대역량: ERP, 인사, 총무. 경력: 경력. 학력: 학력무관. 고용형태: 계약직.
54428907	인사/노무	(주)크로스이엔에프	크로스 이엔에프 HR 매니저 (HR Manager)	경력	학력무관	정규직·파트	데이터, 커뮤니케이션, 협업, 기획, 전략, 마케팅, 인사(HR), 채용, 법률/법무	제목: 크로스 이엔에프 HR 매니저 (HR Manager). 직무: 인사·HR·총무. 경력: 경력. 학력: 학력무관. 고용형태: 정규직·파트.
54391942	인사/노무	(주)미리디	[미리디] HRBP	경력	대졸	정규직	데이터, AI, 커뮤니케이션, 협업, 기획, 전략, 프로젝트관리(PM), 마케팅, 인사(HR), 채용	제목: [미리디] HRBP. 직무: 인사·HR·총무. 요구역량: 데이터, AI, 개발, 설계, HR. 우대역량: AI, 개발, 설계, 커뮤니케이션, 협업, HR, 급여. 경력: 경력. 학력: 대졸. 고용형태: 정규직.
54351049	회계/재무	더블루코리아서비스(주)	경리/세무/회계/인사 경력직 채용	경력	고졸	정규직	Excel, 회계, 세무/결산, ERP, 인사(HR), 채용	제목: 경리/세무/회계/인사 경력직 채용. 직무: 회계·재무·경영관리. 요구역량: 엑셀, 더존. 경력: 경력. 학력: 고졸. 고용형태: 정규직.
54419703	인사/노무	안진회계법인	[딜로이트 안진] 인재부 Talent-Acquisition(채용팀) 계약직	경력	대졸	계약직	데이터, SQL, Python, Excel, 커뮤니케이션, 영어, 회계, 인사(HR), 채용, 계약	제목: [딜로이트 안진] 인재부 Talent-Acquisition(채용팀) 계약직. 직무: 인사·HR·총무. 요구역량: 데이터, 엑셀, 커뮤니케이션. 우대역량: 데이터, sql, python, 커뮤니케이션, HR, 인사. 경력: 경력. 학력: 대졸. 고용형태: 계약직.
54362019	회계/재무	(주)토마토렌트카	[재무팀] 경리·회계 팀장급(5년)/대리급(3년) 경력직 모집	경력	초대졸	계약직	Office, 회계, 재무, 세무/결산, 예산, ERP, 인사(HR), 노무, 법률/법무	제목: [재무팀] 경리·회계 팀장급(5년)/대리급(3년) 경력직 모집. 직무: 회계·재무·경영관리. 요구역량: 세무, 회계, 재무, 결산, 자금, 더존, ERP, 노무, HRD, 인사, 급여, 사무, 총무, 법무. 경력: 경력. 학력: 초대졸. 고용형태: 계약직.
54350643	인사/노무	(주)디티에스종합물류	[주5일] 화물운송 '배차' 엑셀 가능자 (신입,경력) 모집	경력무관	학력무관	정규직	Excel, 문서화, 인사(HR), 채용	제목: [주5일] 화물운송 '배차' 엑셀 가능자 (신입,경력) 모집. 직무: 인사·HR·총무. 요구역량: 엑셀. 우대역량: 컴퓨터활용능력. 경력: 경력무관. 학력: 학력무관. 고용형태: 정규직.
54448595	인사/노무	(주)큐케이씨	[큐케이씨] 경영관리(회계,인사,총무) 사원 신규채용	경력	학력무관	정규직·계약직	Excel, 문서화, 회계, 재무, 세무/결산, ERP, 인사(HR), 노무, 채용, 계약	제목: [큐케이씨] 경영관리(회계,인사,총무) 사원 신규채용. 직무: 인사·HR·총무. 우대역량: 엑셀, 세무, 회계, 더존. 경력: 경력. 학력: 학력무관. 고용형태: 정규직·계약직.
54448421	인사/노무	(주)생각더하기느낌	[경력] 인사총무팀 채용	인턴/교육생	초대졸	기타/미상	인사(HR), 채용	제목: [경력] 인사총무팀 채용. 직무: 인사·HR·총무. 경력: 인턴/교육생. 학력: 초대졸. 고용형태: 기타/미상.
54448369	인사/노무	(주)아데코코리아	[안산/2차전지] 인사총무 팀장	경력	대졸	정규직	인사(HR), 노무, 채용	제목: [안산/2차전지] 인사총무 팀장. 직무: 인사·HR·총무. 요구역량: 인사, 총무. 우대역량: 인사. 경력: 경력. 학력: 대졸. 고용형태: 정규직.
54347390	인사/노무	(주)모닝인	[송파/건설업] 총무(인사) 채용	경력	초대졸	파견직	Excel, ERP, 인사(HR), 채용, 계약	제목: [송파/건설업] 총무(인사) 채용. 직무: 인사·HR·총무. 우대역량: 엑셀, 인사, 총무, 계약. 경력: 경력. 학력: 초대졸. 고용형태: 파견직.
54447594	마케팅	베스트네트워크㈜	38. HRBP [글로벌 탑티어 럭셔리 브랜드]	경력	대졸	정규직	커뮤니케이션, 전략, 영어, 인사(HR), 채용	제목: 38. HRBP [글로벌 탑티어 럭셔리 브랜드]. 직무: 마케팅·CRM. 요구역량: 커뮤니케이션. 경력: 경력. 학력: 대졸. 고용형태: 정규직.
54447464	인사/노무	(주)리드넘버	[리드넘버] 경영팀 인사총무 인턴 채용 (채용연계형)	인턴/교육생	학력무관	기타/미상	프로젝트관리(PM), 회계, 재무, 세무/결산, 영업/세일즈, 인사(HR), 채용	제목: [리드넘버] 경영팀 인사총무 인턴 채용 (채용연계형). 직무: 인사·HR·총무. 요구역량: 영업, 세무, 회계, 재무, 결산, 자금, 급여. 경력: 인턴/교육생. 학력: 학력무관. 고용형태: 기타/미상.
54447461	인사/노무	(주)리드넘버	[리드넘버] 경영팀 인사총무 담당자 채용(신입/경력)	인턴/교육생	학력무관	기타/미상	프로젝트관리(PM), 회계, 재무, 세무/결산, 영업/세일즈, 인사(HR), 채용	제목: [리드넘버] 경영팀 인사총무 담당자 채용(신입/경력). 직무: 인사·HR·총무. 요구역량: 영업, 세무, 회계, 재무, 결산, 자금, 급여. 경력: 인턴/교육생. 학력: 학력무관. 고용형태: 기타/미상.
54447372	인사/노무	(주)피플앤드테크놀러지	[피플앤드테크놀러지] 인사팀원 채용(급여/기획/총무 외)	신입·경력	학력무관	정규직	AI, Office, 문서화, 커뮤니케이션, 협업, 기획, 재무, ERP, 영업/세일즈, 인사(HR), 노무, 채용	제목: [피플앤드테크놀러지] 인사팀원 채용(급여/기획/총무 외). 직무: 인사·HR·총무. 요구역량: 협업, 급여. 우대역량: ERP, 인사, 총무. 경력: 신입·경력. 학력: 학력무관. 고용형태: 정규직.
54447361	인사/노무	주) 석세스코리아컨설팅	[국내 가전 기업] 인사 담당 (과장~차장급)	경력	대졸	정규직	커뮤니케이션, 기획, 영어, 인사(HR), 노무, 채용	제목: [국내 가전 기업] 인사 담당 (과장~차장급). 직무: 인사·HR·총무. 요구역량: 커뮤니케이션, 인사, 급여. 우대역량: 커뮤니케이션. 경력: 경력. 학력: 대졸. 고용형태: 정규직.
54447279	회계/재무	(주)에이라하우스	(주)에이라하우스  뷰티 브랜드 경영지원 담당자 채용	경력	초대졸	정규직	회계, 인사(HR), 채용	제목: (주)에이라하우스  뷰티 브랜드 경영지원 담당자 채용. 직무: 회계·재무·경영관리. 경력: 경력. 학력: 초대졸. 고용형태: 정규직.
54446965	인사/노무	(주)라이트브레인	[LG계열사] 라이트브레인 경영기획실 회계총무 담당자 채용	경력	대졸	정규직	Excel, Office, 커뮤니케이션, 협업, 기획, 회계, ERP, 인사(HR), 채용	제목: [LG계열사] 라이트브레인 경영기획실 회계총무 담당자 채용. 직무: 인사·HR·총무. 요구역량: excel, 커뮤니케이션, 협업. 우대역량: 회계, ERP. 경력: 경력. 학력: 대졸. 고용형태: 정규직.
54446812	인사/노무	(주)파켓	[mixsoon/믹순] 인사팀장 모집	경력	대졸	정규직	기획, 인사(HR), 노무, 채용, 컴플라이언스	제목: [mixsoon/믹순] 인사팀장 모집. 직무: 인사·HR·총무. 요구역량: 노무, HR. 경력: 경력. 학력: 대졸. 고용형태: 정규직.
54371151	인사/노무	휴머레인컨설팅	긴급) 글로벌 HR 담당 - 업계 최고 대기업 - 최우대	경력	대졸	정규직	Office, 커뮤니케이션, 기획, 영어, 인사(HR), 채용, 법률/법무, 리스크관리	제목: 긴급) 글로벌 HR 담당 - 업계 최고 대기업 - 최우대. 직무: 인사·HR·총무. 요구역량: 커뮤니케이션, HR. 경력: 경력. 학력: 대졸. 고용형태: 정규직.
54446101	인사/노무	도산정육청담본점	도산정육 브랜드 영업지원팀 사원 채용(사무직)	경력무관	학력무관	정규직·계약직	커뮤니케이션, 재무, 영업/세일즈, 인사(HR), 채용, 계약	제목: 도산정육 브랜드 영업지원팀 사원 채용(사무직). 직무: 인사·HR·총무. 경력: 경력무관. 학력: 학력무관. 고용형태: 정규직·계약직.
54323054	회계/재무	(주) 미술넷 커뮤니케이션	경영지원부 신입,경력 채용 공고 미술용품 온라인쇼핑몰 화방넷	신입·경력	대졸	계약직	데이터, AI, Excel, 커뮤니케이션, 기획, 회계, 재무, 세무/결산, ERP, 인사(HR), 채용, 계약	제목: 경영지원부 신입,경력 채용 공고 미술용품 온라인쇼핑몰 화방넷. 직무: 회계·재무·경영관리. 우대역량: 데이터, AI, excel, 회계, 더존, ERP, 인사, 총무. 경력: 신입·경력. 학력: 대졸. 고용형태: 계약직.
54445452	인사/노무	(주)잡앤피플코리아	[등촌/연 3천 후반/육휴대체] 유명중견기업 인사팀 Payroll 채용	경력	초대졸	파견직	Excel, 문서화, 회계, ERP, 인사(HR), 채용, 계약	제목: [등촌/연 3천 후반/육휴대체] 유명중견기업 인사팀 Payroll 채용. 직무: 인사·HR·총무. 우대역량: 엑셀, 회계, 더존, 컴퓨터활용능력. 경력: 경력. 학력: 초대졸. 고용형태: 파견직.
54418830	데이터분석가/AI엔지니어	(주)핀커스코리아	[인테리어 플랫폼]  역량개발,평가,관리 Lead	경력	학력무관	정규직	인사(HR), 채용	제목: [인테리어 플랫폼]  역량개발,평가,관리 Lead. 직무: IT개발·데이터. 요구역량: 설계. 경력: 경력. 학력: 학력무관. 고용형태: 정규직.
54445166	인사/노무	로버트월터스코리아(주)	[투자/인사] 인사 기획/운영 담당자	경력	대졸	정규직	데이터, Office, 보고서작성, 문서화, 커뮤니케이션, 기획, 프로젝트관리(PM), 회계, 예산, 인사(HR), 노무, 채용, 컴플라이언스, 리스크관리	제목: [투자/인사] 인사 기획/운영 담당자. 직무: 인사·HR·총무. 요구역량: 데이터, 커뮤니케이션, 회계, 노무, HR, 인사, 리스크. 우대역량: 데이터, HR, 인사. 경력: 경력. 학력: 대졸. 고용형태: 정규직.
54445132	인사/노무	피플앤피플	[오디오 중견사] 인사대리	경력	대졸	정규직	커뮤니케이션, 기획, 영어, 인사(HR), 노무, 채용	제목: [오디오 중견사] 인사대리. 직무: 인사·HR·총무. 요구역량: 커뮤니케이션, 인사, 급여. 우대역량: 인사, 급여, 총무. 경력: 경력. 학력: 대졸. 고용형태: 정규직.
54445108	인사/노무	시너지파트너즈(주)	인사기획 (코스닥 중견기업)	경력	대졸	정규직	기획, 영어, 인사(HR)	제목: 인사기획 (코스닥 중견기업). 직무: 인사·HR·총무. 요구역량: HR, 인사. 우대역량: HR. 경력: 경력. 학력: 대졸. 고용형태: 정규직.
54445069	인사/노무	로버트월터스코리아(주)	[투자/인사] 인재 채용/육성 담당자	경력	대졸	정규직	데이터, Office, 기획, 전략, 프로젝트관리(PM), 마케팅, 인사(HR), 채용	제목: [투자/인사] 인재 채용/육성 담당자. 직무: 인사·HR·총무. 요구역량: 데이터, 설계, 전략, HR. 우대역량: HR. 경력: 경력. 학력: 대졸. 고용형태: 정규직.
54389725	인사/노무	(주)백그라운드	[코스피 유명 전자제품 제조기업] 총무팀 인사담당자	경력	대졸	정규직	커뮤니케이션, 기획, 영어, 재무, 인사(HR), 노무, 채용	제목: [코스피 유명 전자제품 제조기업] 총무팀 인사담당자. 직무: 인사·HR·총무. 요구역량: 커뮤니케이션, 인사, 급여. 우대역량: 커뮤니케이션, 자금. 경력: 경력. 학력: 대졸. 고용형태: 정규직.
